Image,Inference Time,Scores,Entities
107.jpg,0.07082319259643555,"[0.9453432  0.09325957 0.09198327 0.08577104 0.07059097 0.06829477
 0.06815737 0.05722904 0.05566875 0.05511438 0.0549313  0.05351311
 0.05321835 0.051829   0.05147077 0.05106869 0.04938234 0.04906859
 0.04866453 0.04833014 0.0480874  0.04728317 0.04727123 0.04665418
 0.04665153 0.0462729  0.04604542 0.04503255 0.04267803 0.04245808
 0.04206574 0.04177306 0.04136041 0.0413198  0.04121118 0.0407504
 0.03993638 0.03968077 0.03963231 0.03864618 0.0378863  0.03788183
 0.03757175 0.03702064 0.03622745 0.03556218 0.03555065 0.03521426
 0.03516753 0.0349049  0.03488903 0.03485191 0.0346739  0.0346688
 0.0341811  0.03412525 0.03382525 0.03313448 0.03279289 0.03270542
 0.03270349 0.03265337 0.03260564 0.03171866 0.03167884 0.03124999
 0.03065275 0.03055838 0.03030163 0.03026282 0.02999201 0.02984949
 0.02970674 0.02964798 0.02949226 0.02916664 0.02891095 0.02889637
 0.02868002 0.02862224 0.02860986 0.02840515 0.02837516 0.02785963
 0.02785916 0.02782021 0.0277438  0.02773204 0.02770273 0.02768535
 0.02761488 0.0275378  0.02738886 0.02715858 0.02714966 0.02703505
 0.02688872 0.02680211 0.02677533 0.02675317]","[b'Cat' b'Human eye' b'Cat' b'Fashion accessory' b'Cat' b'Cat'
 b'Human eye' b'Human hair' b'Cat' b'Human eye' b'Cat' b'Clothing'
 b'Human eye' b'Cat' b'Fashion accessory' b'Fashion accessory' b'Clothing'
 b'Human eye' b'Cat' b'Clothing' b'Cat' b'Clothing' b'Clothing' b'Cat'
 b'Clothing' b'Clothing' b'Fashion accessory' b'Human eye' b'Human nose'
 b'Human face' b'Glasses' b'Human eye' b'Human eye' b'Cat' b'Clothing'
 b'Human face' b'Tree' b'Human hair' b'Fashion accessory' b'Cat'
 b'Fashion accessory' b'Clothing' b'Cat' b'Human nose'
 b'Fashion accessory' b'Cat' b'Human eye' b'Human eye' b'Cat' b'Tree'
 b'Cat' b'Human eye' b'Human face' b'Human eye' b'Cat' b'Cat' b'Clothing'
 b'Human ear' b'Fashion accessory' b'Fashion accessory' b'Human eye'
 b'Human eye' b'Cat' b'Human nose' b'Human face' b'Human nose' b'Cat'
 b'Cat' b'Fashion accessory' b'Human face' b'Cat' b'Human hand'
 b'Fashion accessory' b'Clothing' b'Cat' b'Human nose'
 b'Fashion accessory' b'Human ear' b'Human eye' b'Human nose' b'Cat'
 b'Fashion accessory' b'Person' b'Cat' b'Human eye' b'Human hand'
 b'Human eye' b'Human eye' b'Cat' b'Fashion accessory' b'Human ear'
 b'Human face' b'Fashion accessory' b'Cat' b'Human leg' b'Human eye'
 b'Human arm' b'Human nose' b'Fashion accessory' b'Human hair']"
108.jpg,0.07258176803588867,"[0.5606761  0.3817881  0.34545368 0.21414071 0.1810099  0.1347191
 0.11758416 0.1174722  0.11290191 0.10658242 0.09245285 0.09145908
 0.08741398 0.08495033 0.08438141 0.08273093 0.07910486 0.07890885
 0.07819785 0.07403757 0.07302303 0.07248694 0.07020431 0.0686606
 0.06840908 0.06831197 0.06781189 0.06741948 0.06711442 0.06657464
 0.06618819 0.064622   0.06303956 0.0629396  0.06223752 0.06150235
 0.060698   0.06049751 0.06000868 0.0595491  0.05912937 0.05898765
 0.05875294 0.0584125  0.05746823 0.05700084 0.05631438 0.05557558
 0.05486361 0.05473491 0.054563   0.05422102 0.05409134 0.05387317
 0.05363898 0.0524454  0.05196405 0.05195419 0.05162193 0.05123368
 0.05120093 0.05105298 0.05099355 0.05010842 0.04996427 0.04975939
 0.04934532 0.04890255 0.04859899 0.04773726 0.04768116 0.04739764
 0.04690088 0.04662004 0.04621615 0.04579052 0.04567253 0.0455758
 0.045563   0.0453131  0.04498043 0.04485608 0.04392776 0.04376901
 0.04355296 0.04349915 0.04343556 0.04327396 0.04324065 0.04285537
 0.0419158  0.04190447 0.04181958 0.04163157 0.04157462 0.04142785
 0.04139525 0.04120806 0.04114859 0.0410457 ]","[b'Cat' b'Cat' b'Dog' b'Dog' b'Human face' b'Dog' b'Cat' b'Cat' b'Cat'
 b'Dog' b'Human face' b'Dog' b'Cat' b'Cat' b'Cat' b'Dog' b'Clothing'
 b'Human face' b'Cat' b'Human face' b'Cat' b'Cat' b'Clothing' b'Footwear'
 b'Cat' b'Cat' b'Cat' b'Footwear' b'Clothing' b'Dog' b'Clothing'
 b'Human hair' b'Cat' b'Clothing' b'Cat' b'Book' b'Cat' b'Cat' b'Cat'
 b'Clothing' b'Dog' b'Clothing' b'Footwear' b'Cat' b'Human hair'
 b'Human hair' b'Book' b'Cat' b'Fashion accessory' b'Cat' b'Dog'
 b'Clothing' b'Clothing' b'Clothing' b'Human face' b'Footwear'
 b'Human hair' b'Dog' b'Human face' b'Cat' b'Clothing' b'Dog' b'Clothing'
 b'Clothing' b'Clothing' b'Clothing' b'Cat' b'Clothing' b'Footwear' b'Cat'
 b'Footwear' b'Cat' b'Human hair' b'Food' b'Fashion accessory' b'Cat'
 b'Cat' b'Clothing' b'Dog' b'Clothing' b'Human hair' b'Clothing'
 b'Clothing' b'Human head' b'Clothing' b'Cat' b'Human face' b'Cat'
 b'Clothing' b'Dog' b'Tableware' b'Cat' b'Human hair' b'Human face'
 b'Clothing' b'Cat' b'Clothing' b'Food' b'Footwear' b'Bottle']"
109.jpg,0.07096362113952637,"[0.95873004 0.12195043 0.11344896 0.10134556 0.09249572 0.08465975
 0.08196034 0.08120715 0.07378328 0.07096247 0.07095719 0.06943334
 0.06878883 0.06800391 0.06532943 0.06189956 0.06155809 0.06051425
 0.05952299 0.05883788 0.05749012 0.0565416  0.05428567 0.05413834
 0.05404907 0.05371201 0.05315996 0.05205873 0.05179253 0.05165719
 0.0510288  0.05066393 0.05008369 0.04921694 0.04802579 0.04788514
 0.04754324 0.0472195  0.04696541 0.04687386 0.04661388 0.04625884
 0.0462292  0.04433979 0.04433957 0.04433069 0.04416816 0.04376729
 0.04362124 0.04347645 0.04315326 0.04294057 0.04247962 0.04183298
 0.04130002 0.04122873 0.04062895 0.04041789 0.0403047  0.0402641
 0.03993905 0.03992222 0.03940002 0.0393893  0.03925876 0.03870182
 0.03868597 0.03840152 0.03784275 0.03774943 0.03755615 0.03748383
 0.03721407 0.0370313  0.03689371 0.03684524 0.03678554 0.03674889
 0.03666421 0.03657477 0.03656475 0.03646736 0.03629011 0.03617226
 0.03615673 0.03600499 0.03583699 0.03573716 0.03551884 0.03537629
 0.03533671 0.03532752 0.03532732 0.03516477 0.03473678 0.03472234
 0.03466901 0.03466711 0.03439689 0.03430559]","[b'Cat' b'Cat' b'Clothing' b'Laptop' b'Clothing' b'Cat' b'Human eye'
 b'Clothing' b'Human arm' b'Human eye' b'Fashion accessory' b'Cat'
 b'Clothing' b'Cat' b'Cat' b'Clothing' b'Clothing' b'Cat' b'Clothing'
 b'Human hand' b'Wheel' b'Clothing' b'Human nose' b'Clothing' b'Cat'
 b'Clothing' b'Clothing' b'Cat' b'Clothing' b'Clothing' b'Cat'
 b'Human hand' b'Human hand' b'Cat' b'Human arm' b'Man' b'Clothing'
 b'Fashion accessory' b'Cat' b'Clothing' b'Human arm' b'Clothing'
 b'Human nose' b'Clothing' b'Clothing' b'Human eye' b'Human arm' b'Cat'
 b'Cat' b'Clothing' b'Clothing' b'Human eye' b'Fashion accessory' b'Cat'
 b'Clothing' b'Clothing' b'Cat' b'Cat' b'Fashion accessory' b'Clothing'
 b'Human eye' b'Laptop' b'Cat' b'Human hand' b'Clothing' b'Human arm'
 b'Clothing' b'Human nose' b'Clothing' b'Human hand' b'Human arm'
 b'Human eye' b'Human arm' b'Cat' b'Clothing' b'Person' b'Clothing'
 b'Tree' b'Cat' b'Human arm' b'Human hand' b'Tree' b'Human hand'
 b'Human arm' b'Clothing' b'Clothing' b'Human hand' b'Human face'
 b'Human face' b'Human hand' b'Cat' b'Cat' b'Clothing' b'Human arm'
 b'Human hand' b'Wheel' b'Human eye' b'Cat' b'Clothing' b'Person']"
11.jpg,0.07062244415283203,"[0.9476816  0.20134103 0.16631705 0.15944074 0.13363037 0.11829291
 0.11469802 0.11148343 0.11050605 0.11002459 0.10944635 0.10835944
 0.10556754 0.10502341 0.10482703 0.10364446 0.10313454 0.09937989
 0.09836078 0.09825772 0.09741694 0.09488058 0.09323159 0.09295138
 0.09137196 0.09100569 0.09079275 0.09069537 0.08987314 0.08930624
 0.08804309 0.08794282 0.08693492 0.08630839 0.08611777 0.08605123
 0.08545147 0.08442215 0.08333201 0.08270387 0.08190396 0.08139438
 0.08123256 0.08061732 0.07986006 0.0791477  0.07905015 0.07843748
 0.078175   0.07793117 0.07720773 0.07683916 0.07633469 0.07614452
 0.07451118 0.07386634 0.07137887 0.07135441 0.07124535 0.07076621
 0.07021002 0.06954072 0.06936233 0.06921568 0.06855775 0.06838109
 0.06827849 0.06813313 0.06720413 0.06688695 0.06620978 0.06566941
 0.06549323 0.06534623 0.06533027 0.0648922  0.06399459 0.0639765
 0.06374785 0.06310447 0.06168561 0.06158685 0.06149324 0.06099663
 0.06072434 0.06071733 0.06036972 0.05999037 0.05997195 0.05988647
 0.0597946  0.05977253 0.05960128 0.05940159 0.0593298  0.05726385
 0.05713    0.05700702 0.05685033 0.05667064]","[b'Cat' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree'
 b'Tree' b'Tree' b'Tree' b'Cat' b'Tree' b'Tree' b'Tree' b'Cat' b'Tree'
 b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree'
 b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree'
 b'Tree' b'Human face' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree'
 b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree'
 b'Human eye' b'Tree' b'Human nose' b'Tree' b'Tree' b'Tree' b'Plant'
 b'Tree' b'Plant' b'Plant' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree' b'Tree'
 b'Tree' b'Tree' b'Cat' b'Tree' b'Tree' b'Plant' b'Tree' b'Plant' b'Tree'
 b'Tree' b'Tree' b'Tree' b'Cat' b'Tree' b'Human eye' b'Tree' b'Tree'
 b'Footwear' b'Plant' b'Tree' b'Tree' b'Tree' b'Tree' b'Cat' b'Tree'
 b'Tree' b'Tree' b'Cat' b'Human face' b'Tree' b'Tree' b'Tree']"
110.jpg,0.07247781753540039,"[0.97073394 0.12103514 0.0972655  0.09318715 0.09206971 0.09139048
 0.08676138 0.08395054 0.08235993 0.08065288 0.07855757 0.07810834
 0.07438729 0.07433181 0.07405697 0.07386151 0.07384484 0.07279343
 0.07143125 0.07058629 0.07013287 0.06779564 0.06748675 0.06701652
 0.0660759  0.06460968 0.06355144 0.06223891 0.06183524 0.06107918
 0.06045672 0.06034774 0.0601453  0.060016   0.05965317 0.0595783
 0.05938957 0.05925811 0.05906598 0.05906351 0.05889544 0.0582188
 0.05813497 0.05767229 0.05754434 0.05746426 0.0573724  0.05673004
 0.05597204 0.05417119 0.0541263  0.05359401 0.05292712 0.0527035
 0.05247592 0.05244082 0.0520489  0.05166431 0.05161487 0.05096961
 0.05027669 0.04985755 0.04962686 0.04954353 0.04950835 0.04923325
 0.04921613 0.04884763 0.04854218 0.0483465  0.04806794 0.04778196
 0.04746526 0.04743443 0.04724523 0.04693935 0.04676004 0.04666093
 0.04659949 0.04657339 0.04656289 0.04582873 0.04581926 0.04575639
 0.04575124 0.04574135 0.04561695 0.04559187 0.04550342 0.04548161
 0.0452358  0.04512902 0.04473894 0.04456931 0.04452366 0.04447878
 0.04445047 0.04401598 0.04348585 0.04348063]","[b'Cat' b'Flower' b'Flower' b'Flower' b'Flower' b'Flower' b'Flower'
 b'Flower' b'Flower' b'Flower' b'Cat' b'Flower' b'Flower' b'Flower'
 b'Flower' b'Cat' b'Flower' b'Toy' b'Flower' b'Footwear' b'Flower'
 b'Flower' b'Clothing' b'Flower' b'Flower' b'Flower' b'Flower' b'Flower'
 b'Flower' b'Flower' b'Flower' b'Footwear' b'Flower' b'Toy' b'Flower'
 b'Flower' b'Flower' b'Flower' b'Flower' b'Flower' b'Clothing' b'Flower'
 b'Flower' b'Flower' b'Flower' b'Cat' b'Flower' b'Flower' b'Flower'
 b'Flower' b'Flower' b'Flower' b'Flower' b'Cat' b'Cat' b'Cat' b'Flower'
 b'Flower' b'Footwear' b'Flower' b'Flower' b'Flower' b'Flower' b'Flower'
 b'Flower' b'Flower' b'Flower' b'Cat' b'Cat' b'Flower' b'Flower' b'Flower'
 b'Flower' b'Flower' b'Flower' b'Flower' b'Flower' b'Clothing' b'Flower'
 b'Footwear' b'Human eye' b'Clothing' b'Clothing' b'Flower' b'Flower'
 b'Footwear' b'Flower' b'Clothing' b'Flower' b'Flower' b'Flower' b'Flower'
 b'Cat' b'Flower' b'Footwear' b'Cat' b'Clothing' b'Footwear' b'Flower'
 b'Cat']"
111.jpg,0.07201027870178223,"[0.7147054  0.07700043 0.07320586 0.0727766  0.0720601  0.06964608
 0.06830332 0.06541754 0.06114236 0.05552152 0.0544144  0.05403558
 0.05329852 0.05205745 0.05155331 0.05083182 0.04988721 0.04867198
 0.04767546 0.04708549 0.04676612 0.04600796 0.04570539 0.04570234
 0.04324235 0.04280145 0.04086236 0.04003273 0.03963692 0.03959446
 0.03870023 0.03844009 0.03818667 0.03795366 0.03786172 0.03731157
 0.03727097 0.03689668 0.03661634 0.03623718 0.03595477 0.03547783
 0.03508102 0.03470276 0.03442504 0.03427855 0.0342211  0.03382287
 0.03367703 0.03352354 0.03342693 0.03338138 0.03332967 0.03324697
 0.03259493 0.03225927 0.03213653 0.0320303  0.03195785 0.03170571
 0.03164971 0.03146587 0.0311939  0.03118702 0.03102356 0.03101846
 0.0309602  0.03085952 0.03067289 0.03065824 0.03064334 0.02977963
 0.02933989 0.02916673 0.02894147 0.02890405 0.0288403  0.02874274
 0.02855094 0.02852604 0.02842841 0.02819756 0.02814032 0.02812579
 0.02802619 0.02791742 0.02788651 0.02768999 0.02768063 0.02760702
 0.02751844 0.02716959 0.02649475 0.02640472 0.02633975 0.02609737
 0.02605503 0.02586877 0.02581969 0.0258031 ]","[b'Cat' b'Clothing' b'Window' b'Window' b'Window' b'Clothing' b'Window'
 b'Window' b'Cat' b'Human nose' b'Cat' b'Plant' b'Window' b'Clothing'
 b'Carnivore' b'Clothing' b'Window' b'Clothing' b'Human eye' b'Cat' b'Cat'
 b'Human nose' b'Clothing' b'Human eye' b'Cat' b'Human eye' b'Clothing'
 b'Plant' b'Clothing' b'Clothing' b'Plant' b'Human mouth' b'Raccoon'
 b'Flower' b'Human nose' b'Window' b'Plant' b'Human eye' b'Plant' b'Plant'
 b'Clothing' b'Plant' b'Human face' b'Cat' b'Clothing' b'Plant' b'Plant'
 b'Cat' b'Human nose' b'Human eye' b'Plant' b'Plant' b'Plant' b'Plant'
 b'Plant' b'Plant' b'Clothing' b'Clothing' b'Plant' b'Flower' b'Plant'
 b'Human nose' b'Plant' b'Plant' b'Human eye' b'Window' b'Clothing'
 b'Human hair' b'Plant' b'Fox' b'Human hair' b'Plant' b'Human eye'
 b'Human hair' b'Plant' b'Clothing' b'Clothing' b'Cat' b'Land vehicle'
 b'Window' b'Clothing' b'Plant' b'Cat' b'Clothing' b'Human eye'
 b'Clothing' b'Cat' b'Plant' b'Cat' b'Window' b'Cat' b'Human hair'
 b'Human eye' b'Human face' b'Cat' b'Tree' b'Human hair' b'Human face'
 b'Clothing' b'Cat']"
112.jpg,0.07038474082946777,"[0.8968637  0.18434972 0.18325074 0.15459587 0.13806677 0.13426127
 0.12883167 0.12674308 0.12061077 0.11843991 0.11505037 0.1141621
 0.11386666 0.11218007 0.11189252 0.11119339 0.11093771 0.109992
 0.10681663 0.10573097 0.10501135 0.10496858 0.10455373 0.1042671
 0.10426025 0.10368136 0.10211381 0.10182422 0.10167079 0.1014338
 0.10061987 0.09914289 0.09845893 0.09750237 0.09689959 0.09642369
 0.09614895 0.0960924  0.0957562  0.09509414 0.09500493 0.09491461
 0.09374925 0.09357623 0.09282562 0.09250095 0.09242234 0.0912069
 0.09090785 0.09028145 0.09009949 0.08894108 0.08877195 0.08861012
 0.0878872  0.08783343 0.08767822 0.0876515  0.08763311 0.08751075
 0.08710403 0.08665387 0.08601423 0.08596846 0.08588978 0.08585136
 0.08584223 0.08530536 0.0852201  0.08452107 0.08431856 0.08381755
 0.08377378 0.08374249 0.08371978 0.08358338 0.08313053 0.08300596
 0.08292595 0.08266068 0.08251578 0.08227029 0.08219627 0.08209937
 0.08179666 0.08166531 0.08129584 0.08097471 0.08096988 0.08070198
 0.08022972 0.0799002  0.0797779  0.07962298 0.0794771  0.07877078
 0.07799523 0.07785857 0.07765818 0.07722034]","[b'Cat' b'Plant' b'Plant' b'Plant' b'Plant' b'Plant' b'Cat' b'Plant'
 b'Plant' b'Plant' b'Plant' b'Plant' b'Cat' b'Plant' b'Plant' b'Plant'
 b'Plant' b'Plant' b'Plant' b'Plant' b'Flower' b'Clothing' b'Flower'
 b'Flower' b'Plant' b'Plant' b'Plant' b'Plant' b'Plant' b'Flower' b'Plant'
 b'Plant' b'Plant' b'Plant' b'Plant' b'Flower' b'Plant' b'Plant' b'Plant'
 b'Plant' b'Flower' b'Plant' b'Plant' b'Plant' b'Flower' b'Cat' b'Plant'
 b'Plant' b'Plant' b'Plant' b'Plant' b'Plant' b'Plant' b'Tree' b'Plant'
 b'Plant' b'Plant' b'Plant' b'Plant' b'Plant' b'Plant' b'Plant' b'Flower'
 b'Flower' b'Plant' b'Cat' b'Footwear' b'Plant' b'Plant' b'Flower'
 b'Plant' b'Plant' b'Plant' b'Cat' b'Plant' b'Plant' b'Plant' b'Flower'
 b'Plant' b'Plant' b'Plant' b'Plant' b'Flower' b'Plant' b'Plant' b'Plant'
 b'Plant' b'Plant' b'Plant' b'Plant' b'Plant' b'Plant' b'Plant' b'Plant'
 b'Flower' b'Plant' b'Plant' b'Plant' b'Plant' b'Plant']"
113.jpg,0.0702204704284668,"[0.9626874  0.19565208 0.18947612 0.15224504 0.13820885 0.1058148
 0.10027044 0.09776462 0.09528346 0.08868562 0.08492172 0.08219187
 0.07856014 0.07709771 0.07674044 0.07504878 0.07473261 0.07173797
 0.06875151 0.06805757 0.0680173  0.06651849 0.06536517 0.06327666
 0.06321358 0.06271952 0.06230832 0.06209027 0.06191557 0.06103059
 0.06073837 0.06043316 0.05913055 0.05791109 0.05775092 0.05771753
 0.05632788 0.05631632 0.05618604 0.05564661 0.05402979 0.05353336
 0.05316541 0.05303581 0.05299524 0.05193377 0.05189398 0.05161115
 0.05150836 0.05134112 0.05078387 0.05067138 0.04973561 0.04962971
 0.04947453 0.04938571 0.04935393 0.04904017 0.04871338 0.04831297
 0.0476368  0.04761113 0.0474924  0.04730563 0.04715085 0.04698347
 0.04687833 0.04657647 0.04603769 0.04521108 0.04520655 0.04514343
 0.04488223 0.04467342 0.04444445 0.04431329 0.04426397 0.0442385
 0.0441495  0.04412754 0.04393385 0.04321381 0.04320283 0.04287231
 0.042711   0.04261315 0.04233456 0.04195346 0.04177881 0.04136753
 0.04124658 0.04122829 0.04109585 0.04096561 0.04068527 0.04040042
 0.04035112 0.04029079 0.04021551 0.04018468]","[b'Cat' b'Human face' b'Cat' b'Cat' b'Cat' b'Human face' b'Cat'
 b'Human face' b'Human face' b'Human hand' b'Cat' b'Human eye' b'Cat'
 b'Human face' b'Human face' b'Human face' b'Human face' b'Cat' b'Cat'
 b'Human hand' b'Cat' b'Cat' b'Human eye' b'Human face' b'Cat' b'Cat'
 b'Cat' b'Human face' b'Clothing' b'Cat' b'Human eye' b'Human hand'
 b'Human face' b'Human face' b'Human hand' b'Cat' b'Human hand'
 b'Human eye' b'Human hand' b'Human face' b'Human face' b'Cat' b'Clothing'
 b'Human eye' b'Cat' b'Human hand' b'Human eye' b'Clothing'
 b'Fashion accessory' b'Human hand' b'Human eye' b'Cat' b'Human eye'
 b'Cat' b'Human hand' b'Human hair' b'Human eye' b'Clothing' b'Human face'
 b'Human eye' b'Human eye' b'Human hand' b'Cat' b'Clothing' b'Human eye'
 b'Cat' b'Human arm' b'Human face' b'Human face' b'Cat' b'Human hand'
 b'Human hand' b'Human eye' b'Human eye' b'Human face' b'Human hand'
 b'Clothing' b'Clothing' b'Human hand' b'Cat' b'Fashion accessory'
 b'Human face' b'Human face' b'Human face' b'Cat' b'Human eye'
 b'Human face' b'Clothing' b'Human eye' b'Fashion accessory' b'Cat'
 b'Human arm' b'Cat' b'Human eye' b'Fashion accessory' b'Human face'
 b'Human hand' b'Human hand' b'Clothing' b'Clothing']"
114.jpg,0.0700225830078125,"[0.18062027 0.14451739 0.14318669 0.14291856 0.14172718 0.14048474
 0.13764799 0.13479862 0.13345341 0.13251232 0.12850182 0.12159318
 0.11907567 0.11742575 0.11637229 0.10589164 0.1019484  0.10134817
 0.09073033 0.09025683 0.09006255 0.08746651 0.08527277 0.08489274
 0.0808042  0.08009103 0.0798022  0.0795306  0.07842478 0.07643446
 0.07618072 0.07486008 0.07478717 0.07464261 0.0719263  0.06995606
 0.06973265 0.06964996 0.06917956 0.06876266 0.06863735 0.06742615
 0.06598928 0.06457233 0.06443965 0.06439224 0.06402584 0.06331537
 0.06193991 0.060929   0.05849823 0.05750154 0.05736185 0.0569527
 0.05632197 0.05423854 0.05406389 0.05395993 0.05279605 0.05227922
 0.05226468 0.05187645 0.05170428 0.05148977 0.0510857  0.05099441
 0.0509598  0.05075781 0.05073655 0.05050927 0.05038924 0.05026685
 0.05024024 0.05018675 0.04920763 0.0490292  0.04854937 0.04792125
 0.0478766  0.04761449 0.04699421 0.0467496  0.04673322 0.04656528
 0.04626679 0.04620266 0.04588908 0.04585537 0.04556276 0.0454546
 0.04538045 0.04524121 0.04499344 0.0447966  0.0447782  0.04463473
 0.04398158 0.04363362 0.04347569 0.04311869]","[b'Fireplace' b'Curtain' b'Human face' b'Cat' b'Clothing' b'Clothing'
 b'Cat' b'Cat' b'Clothing' b'Cat' b'Cat' b'Person' b'Furniture'
 b'Human face' b'Cat' b'Cat' b'Human face' b'Curtain' b'Cat' b'Cat'
 b'Clothing' b'Human face' b'Fireplace' b'Cat' b'Clothing' b'Footwear'
 b'Cat' b'Human face' b'Cat' b'Footwear' b'Clothing' b'Curtain' b'Table'
 b'Human face' b'Footwear' b'Footwear' b'Cat' b'Curtain' b'Person' b'Cat'
 b'Clothing' b'Cat' b'Human hair' b'Human face' b'Footwear' b'Clothing'
 b'Furniture' b'Footwear' b'Woman' b'Clothing' b'Window' b'Table'
 b'Clothing' b'Curtain' b'Chair' b'Chair' b'Window' b'Shelf' b'Cat'
 b'Clothing' b'Person' b'Person' b'Clothing' b'Cat' b'Human hair'
 b'Curtain' b'Chair' b'Clothing' b'Human hair' b'Curtain' b'Cat' b'Cat'
 b'Human hair' b'Window' b'Cat' b'Cat' b'Cat' b'Clothing' b'Clothing'
 b'Fireplace' b'Clothing' b'Clothing' b'Footwear' b'Clothing' b'Person'
 b'Window' b'Clothing' b'Bed' b'Cat' b'Window' b'Clothing' b'Person'
 b'Clothing' b'Human hair' b'Window' b'Fireplace' b'Human hair' b'Person'
 b'Footwear' b'Person']"
115.jpg,0.06784415245056152,"[0.9417542  0.1318876  0.12911592 0.12791462 0.11951606 0.11904181
 0.11085778 0.10444878 0.10386247 0.09977082 0.09668799 0.09608009
 0.09325775 0.09239783 0.09214026 0.0917407  0.0898366  0.08780572
 0.08712059 0.08654653 0.08606338 0.08566087 0.08516502 0.08286374
 0.08207598 0.08149301 0.08125503 0.08079737 0.08071837 0.07972252
 0.07881725 0.07832026 0.07633397 0.07563285 0.07539045 0.0750739
 0.0730128  0.07119709 0.07117175 0.07076453 0.0703636  0.06939191
 0.06923158 0.06733426 0.06692766 0.06667741 0.06625563 0.06518994
 0.0651868  0.06454311 0.06399432 0.06370943 0.06366868 0.06340003
 0.06312861 0.0613464  0.06045108 0.05989928 0.05973221 0.05963471
 0.05885457 0.05833281 0.05749571 0.0572446  0.05683066 0.05627004
 0.05606647 0.05567498 0.05560118 0.05408965 0.05403753 0.05395759
 0.05388268 0.05320553 0.0529575  0.05263636 0.05248708 0.05238723
 0.05233815 0.0522424  0.0522413  0.05220479 0.05207164 0.05190282
 0.05131288 0.05124917 0.05120387 0.05064018 0.05060631 0.05049366
 0.04965059 0.04944497 0.04907655 0.04904878 0.04902046 0.04826124
 0.04825671 0.04745145 0.04743747 0.04694322]","[b'Cat' b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Footwear'
 b'Footwear' b'Clothing' b'Footwear' b'Footwear' b'Footwear' b'Footwear'
 b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Footwear'
 b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Footwear'
 b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Clothing' b'Footwear'
 b'Footwear' b'Clothing' b'Footwear' b'Footwear' b'Human leg' b'Footwear'
 b'Footwear' b'Footwear' b'Footwear' b'Human leg' b'Footwear' b'Footwear'
 b'Footwear' b'Human leg' b'Footwear' b'Clothing' b'Footwear' b'Clothing'
 b'Human leg' b'Cat' b'Footwear' b'Human nose' b'Footwear' b'Footwear'
 b'Car' b'Footwear' b'Clothing' b'Human leg' b'Footwear' b'Clothing'
 b'Footwear' b'Clothing' b'Footwear' b'Footwear' b'Clothing' b'Clothing'
 b'Human arm' b'Footwear' b'Clothing' b'Clothing' b'Footwear' b'Footwear'
 b'Cat' b'Footwear' b'Cat' b'Clothing' b'Footwear' b'Human leg'
 b'Human leg' b'Footwear' b'Footwear' b'Footwear' b'Wheel' b'Clothing'
 b'Human nose' b'Footwear' b'Footwear' b'Human leg' b'Clothing'
 b'Human leg' b'Clothing' b'Clothing' b'Street light' b'Clothing'
 b'Footwear' b'Clothing' b'Wheel' b'Clothing' b'Clothing' b'Footwear']"
